"SNP","Chromosome","Position.","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","effect","FDR"
"Sobic.001G258900",1,31156019,0.330185544776018,0.47689295051476,738,0.599778713669509,0.600296401147591,0.387907087022822,0.999992566633523
"Sobic.001G259000",1,31288089,0.44320554144618,0.460393794394915,738,0.599778713669509,0.600099657583828,0.498972350793893,0.999992566633523
"Sobic.001G259100",1,31292467,0.290729471296931,0.148192349509355,738,0.599778713669509,0.60038823505925,-0.450107303804532,0.999992566633523
"Sobic.001G259300",1,31314940,0.977842237052283,0.243121698523975,738,0.599778713669509,0.599779134574392,-0.00715210237866833,0.999992566633523
"Sobic.001G259400",1,31484484,0.43087789119479,0.275622508674449,738,0.599778713669509,0.600117398127239,0.263575446050768,0.999992566633523
"Sobic.001G259500",1,31520063,0.619643201650065,0.0803938536700045,738,0.599778713669509,0.599913163451031,-0.165118097587503,0.999992566633523
"Sobic.001G259600",1,31607734,0.302951809979285,0.187979059592518,738,0.599778713669509,0.600358134280626,-0.368204547015181,0.999992566633523
"Sobic.001G259700",1,31625461,0.799849801043229,0.130784644539357,738,0.599778713669509,0.599813790271229,0.11965791862804,0.999992566633523
"Sobic.001G259750",1,31636299,0.641171288416884,0.208352858482921,738,0.599778713669509,0.599897250063367,-0.124199940680394,0.999992566633523
"Sobic.001G259850",1,31648060,0.000189444828188714,0.225339228034772,738,0.599778713669509,0.607453758871811,-1.105505579418,0.204567515660747
"Sobic.001G259900",1,31665433,0.916143172583866,0.189225203429446,738,0.599778713669509,0.599784762956073,-0.031811781830667,0.999992566633523
"Sobic.001G260000",1,31718404,0.83576592920427,0.204714941268113,738,0.599778713669509,0.599802164782524,-0.0645707700668769,0.999992566633523
"Sobic.001G260300",1,31861393,0.916551698047251,0.410794618690668,738,0.599778713669509,0.599784703942916,0.0339998261271975,0.999992566633523
"Sobic.001G260400",1,31933878,0.0331523082323701,0.481155431361905,738,0.599778713669509,0.602262422798225,-1.14494034562052,0.965393844379844
"Sobic.001G260500",1,31943457,0.5533627904738,0.360813214714465,738,0.599778713669509,0.599970455245525,-0.274071268953628,0.999992566633523
"Sobic.001G260551",1,32043801,0.952312298706056,0.0968493673206088,738,0.599778713669509,0.599780665093773,0.0163357626337269,0.999992566633523
"Sobic.001G260600",1,32157222,0.00330154332387715,0.435621626565752,738,0.599778713669509,0.604516942739306,-1.2059098086182,0.759354229720344
"Sobic.001G260701",1,32160068,0.00847210327720052,0.27033033418541,738,0.599778713669509,0.603578361867505,1.05930124205098,0.855075111765912
"Sobic.001G260800",1,32181943,0.465190223737697,0.318511342052105,738,0.599778713669509,0.600069847982479,-0.336746121882154,0.999992566633523
"Sobic.001G260850",1,32280729,0.0172256854154644,0.0936851101344049,738,0.599778713669509,0.602886231708842,-0.612826715702505,0.934605131227433
"Sobic.001G261200",1,32691711,0.389892708200204,0.406753990417284,738,0.599778713669509,0.600182290733164,0.432982802319659,0.999992566633523
"Sobic.001G261250",1,32844591,0.598961143305085,0.422137747507593,738,0.599778713669509,0.599929645374752,0.2055316732113,0.999992566633523
"Sobic.001G261400",1,33097037,0.693383991446116,0.277276974279627,738,0.599778713669509,0.599863539301016,-0.100085798145299,0.999992566633523
"Sobic.001G261408",1,49373726,0.484643320258498,0.360782868116885,738,0.599778713669509,0.600045287779905,0.298912277583099,0.999992566633523
"Sobic.001G261416",1,49343952,0.53020270900778,0.169701623254217,738,0.599778713669509,0.599993752417066,-0.196472609189063,0.999992566633523
"Sobic.001G261418",1,33991902,0.673986007887446,0.371653382614025,738,0.599778713669509,0.599875288589904,0.14725741068619,0.999992566633523
"Sobic.001G261427",1,33999721,0.0993357293315809,0.37079330092373,738,0.599778713669509,0.601263498962058,0.545461298638752,0.999992566633523
"Sobic.001G261437",1,34000139,0.673986007887446,0.371653382614025,738,0.599778713669509,0.599875288589904,0.14725741068619,0.999992566633523
"Sobic.001G261446",1,34058810,0.253052576108767,0.353297525156501,738,0.599778713669509,0.600492148840322,0.447771073871452,0.999992566633523
"Sobic.001G261447",1,48766501,0.0214900758048695,0.0833127687689957,738,0.599778713669509,0.60267369113853,0.62557054944484,0.937742897104315
"Sobic.001G261448",1,48665553,0.825141117485756,0.0878919793731891,738,0.599778713669509,0.599805348725239,-0.0634864879634155,0.999992566633523
"Sobic.001G261449",1,48815097,0.075722526853189,0.458670665229567,738,0.599778713669509,0.601503568156676,-0.782866232272405,0.999992566633523
"Sobic.001G261452",1,48614071,0.541157780715985,0.442487193582762,738,0.599778713669509,0.599982503837745,0.265777750047697,0.999992566633523
"Sobic.001G261455",1,34061790,0.956762835001159,0.331847184193518,738,0.599778713669509,0.59978031750927,0.0207705965574986,0.999992566633523
"Sobic.001G261456",1,48603910,0.468756895814489,0.453268133597355,738,0.599778713669509,0.600065221514727,0.426184116219573,0.999992566633523
"Sobic.001G261465",1,34432217,0.561652694360849,0.100664530348093,738,0.599778713669509,0.599962552706493,-0.142055990763766,0.999992566633523
"Sobic.001G261466",1,48524148,0.321555376764326,0.117911809104363,738,0.599778713669509,0.600315217316269,0.282330475819083,0.999992566633523
"Sobic.001G261474",1,38479522,0.470766601863564,0.475356828801716,738,0.599778713669509,0.600062639497274,-0.416555460056424,0.999992566633523
"Sobic.001G261476",1,48065209,0.0303614807224478,0.375108753842771,738,0.599778713669509,0.602345229959147,1.0961010784642,0.953011343404938
"Sobic.001G261478",1,48068017,0.597675822583315,0.33773083780642,738,0.599778713669509,0.599930709752885,-0.274648752861283,0.999992566633523
"Sobic.001G261483",1,38809417,0.192982489159375,0.43625663828503,738,0.599778713669509,0.600704468035576,-0.488249654411726,0.999992566633523
"Sobic.001G261484",1,47276047,0.23393149477851,0.440220979152393,738,0.599778713669509,0.600552511840548,-0.564703447756163,0.999992566633523
"Sobic.001G261492",1,46933103,0.625546047306589,0.455125054900455,738,0.599778713669509,0.599908676792122,0.286960091090046,0.999992566633523
"Sobic.001G261493",1,39098577,0.836541054394298,0.456463257163824,738,0.599778713669509,0.599801940776387,-0.1384846181106,0.999992566633523
"Sobic.001G261496",1,46931713,0.568001601841019,0.471578059672027,738,0.599778713669509,0.599956650083451,0.326333251099485,0.999992566633523
"Sobic.001G261501",1,46855037,0.380117374238073,0.440495873328273,738,0.599778713669509,0.600199247728036,0.762936660411385,0.999992566633523
"Sobic.001G261502",1,40033913,0.460588410345729,0.441862160308247,738,0.599778713669509,0.600075901645441,-0.588285484143362,0.999992566633523
"Sobic.001G261511",1,40332426,0.104346963939371,0.292472318829643,738,0.599778713669509,0.601220586058359,-0.683781824247423,0.999992566633523
"Sobic.001G261513",1,46530240,0.595546667253093,0.324732425467323,738,0.599778713669509,0.599932483456304,0.185065343998108,0.999992566633523
"Sobic.001G261520",1,40367785,0.759864781071799,0.116855276830196,738,0.599778713669509,0.599829693761769,-0.142977867186752,0.999992566633523
"Sobic.001G261521",1,46016548,0.891492776650009,0.415979476743049,738,0.599778713669509,0.599788867588156,0.0581530650920251,0.999992566633523
"Sobic.001G261530",1,40478458,0.133581480591425,0.424475249976838,738,0.599778713669509,0.601008483113931,-0.463513514552918,0.999992566633523
"Sobic.001G261537",1,44850521,0.796022487856174,0.224783350104963,738,0.599778713669509,0.599815175209204,0.0836833795021068,0.999992566633523
"Sobic.001G261539",1,40483353,0.015945208373486,0.489175184698801,738,0.599778713669509,0.602960842126702,0.890959171687801,0.928999315142357
"Sobic.001G261541",1,44826205,0.0861523444940585,0.436431277858594,738,0.599778713669509,0.60138874725753,0.558028122954247,0.999992566633523
"Sobic.001G261545",1,44814355,0.584364239931979,0.420828301237004,738,0.599778713669509,0.599942017817273,-0.269208201481548,0.999992566633523
"Sobic.001G261548",1,40504385,0.607437381571708,0.323462896625708,738,0.599778713669509,0.599922744896276,0.158653924216486,0.999992566633523
"Sobic.001G261549",1,44790292,0.167993662027778,0.276251987123905,738,0.599778713669509,0.600817175153034,0.4318443383236,0.999992566633523
"Sobic.001G261553",1,44789225,0.888570435145845,0.0603569471099126,738,0.599778713669509,0.599789425537277,-0.0410025222875041,0.999992566633523
"Sobic.001G261558",1,40611398,0.674535723912124,0.464133336949081,738,0.599778713669509,0.599874943317843,-0.259549402912682,0.999992566633523
"Sobic.001G261567",1,41370659,0.00748316043537577,0.444061158430155,738,0.599778713669509,0.603700834194987,-1.34975024344499,0.854286938871061
"Sobic.001G261573",1,43751036,0.743764262111867,0.474069417620214,738,0.599778713669509,0.59983701641635,0.203961755359475,0.999992566633523
"Sobic.001G261585",1,43031550,0.348927066668289,0.434879258189601,738,0.599778713669509,0.600257714157727,-0.508949582477428,0.999992566633523
"Sobic.001G261587",1,43368922,0.464200029803027,0.0917223043960271,738,0.599778713669509,0.600071142492767,0.248866645733118,0.999992566633523
"Sobic.001G261597",1,42342593,0.980418080431166,0.417881628388288,738,0.599778713669509,0.599779042383477,-0.0128134512284701,0.999992566633523
"Sobic.001G261600",1,49788932,0.171214168928772,0.277831048162855,738,0.599778713669509,0.600801597392623,0.605396670718246,0.999992566633523
"Sobic.001G261800",1,49999340,0.31153182103485,0.497954265916169,738,0.599778713669509,0.600337925297513,0.356278185672865,0.999992566633523
"Sobic.001G261900",1,50006763,0.717691029352283,0.482924911884719,738,0.599778713669509,0.599850042841713,-0.166880937465721,0.999992566633523
"Sobic.001G262000",1,50261727,0.574769358818832,0.0980270046683449,738,0.599778713669509,0.599950497938679,0.146138326626903,0.999992566633523
"Sobic.001G262150",1,50349621,0.687147136028577,0.331418523437617,738,0.599778713669509,0.59986722025874,-0.134733169142198,0.999992566633523
"Sobic.001G262301",1,50470693,0.101051203041768,0.193542786243909,738,0.599778713669509,0.601248546938764,-0.452947931586129,0.999992566633523
"Sobic.001G262400",1,50493862,0.0136245758152142,0.119021756247215,738,0.599778713669509,0.603113347750924,0.760839605287733,0.903701986629148
"Sobic.001G262500",1,50511392,0.194728600477159,0.359433144998008,738,0.599778713669509,0.600697234985143,0.389339976692662,0.999992566633523
"Sobic.001G262700",1,50729485,0.40580852766124,0.410431383027228,738,0.599778713669509,0.600155949318466,0.318557488580499,0.999992566633523
"Sobic.001G262800",1,50769223,0.409681583831083,0.224059718322053,738,0.599778713669509,0.600149765715723,-0.22423951989967,0.999992566633523
"Sobic.001G262900",1,50879982,0.766092558904366,0.358736032795463,738,0.599778713669509,0.599827005191708,-0.14955780706708,0.999992566633523
"Sobic.001G263000",1,51139761,0.418234022457163,0.494612433391585,738,0.599778713669509,0.600136411527648,0.569680153000883,0.999992566633523
"Sobic.001G263100",1,51247178,0.387564685506678,0.474065606049127,738,0.599778713669509,0.600186273741525,-0.587918774093809,0.999992566633523
"Sobic.001G263200",1,51664528,0.499719269718708,0.436946065059325,738,0.599778713669509,0.600027344413727,0.42537271783351,0.999992566633523
"Sobic.001G263500",1,52260327,0.286480411466255,0.166750984354102,738,0.599778713669509,0.600399081467278,0.295826252322009,0.999992566633523
"Sobic.001G263600",1,52334674,0.467401510641903,0.472425403931602,738,0.599778713669509,0.600066972962027,-0.601977052646719,0.999992566633523
"Sobic.001G263900",1,52842106,0.788766841513126,0.339416280901833,738,0.599778713669509,0.599817879458752,0.0897737745415645,0.999992566633523
"Sobic.001G264000",1,52976075,0.726082906251241,0.291399514638179,738,0.599778713669509,0.599845689533705,0.106481871732051,0.999992566633523
"Sobic.001G264100",1,53002336,0.427382590159267,0.166794306691799,738,0.599778713669509,0.600122569495348,-0.239461384275315,0.999992566633523
"Sobic.001G264202",1,53011818,0.608427723917509,0.317439912349468,738,0.599778713669509,0.599921951985492,-0.171365671921692,0.999992566633523
"Sobic.001G264300",1,53023972,0.317429894528222,0.239236734287174,738,0.599778713669509,0.60032444940205,0.258232392723578,0.999992566633523
"Sobic.001G264400",1,53026607,0.0611065712577689,0.195113743462707,738,0.599778713669509,0.601696886206264,0.513604713392254,0.99645996468289
"Sobic.001G264500",1,53464571,0.124942227932456,0.183509205630342,738,0.599778713669509,0.601065333829284,0.494628631040045,0.999992566633523
"Sobic.001G264700",1,53638275,0.215569620393221,0.227168256148476,738,0.599778713669509,0.600616384586958,-0.507028708965604,0.999992566633523
"Sobic.001G264901",1,53790877,0.118992706897757,0.260163118452295,738,0.599778713669509,0.60110709231266,-0.482367409269405,0.999992566633523
"Sobic.001G265401",1,54210424,0.530328125414387,0.368144885510156,738,0.599778713669509,0.599993621259816,-0.289171081129051,0.999992566633523
"Sobic.001G265500",1,54221146,0.497550044880864,0.416401046757433,738,0.599778713669509,0.600029869892202,0.259255915984972,0.999992566633523
"Sobic.001G265600",1,54224805,0.653343372861513,0.435692158019222,738,0.599778713669509,0.599888788889764,-0.261603623294204,0.999992566633523
"Sobic.001G265700",1,54301654,0.882457780528279,0.234065807104444,738,0.599778713669509,0.599790641860298,0.051131234990564,0.999992566633523
"Sobic.001G265800",1,54342771,0.929872631997436,0.119047378066818,738,0.599778713669509,0.599782939559909,0.0221844003404312,0.999992566633523
"Sobic.001G266200",1,54692692,0.587306576802977,0.279975133323803,738,0.599778713669509,0.599939473145203,0.190013541161436,0.999992566633523
"Sobic.001G266400",1,54874256,0.432324629142168,0.450219075586783,738,0.599778713669509,0.600115276207654,-0.373856450878492,0.999992566633523
"Sobic.001G266500",1,54875925,0.6931303110492,0.391945122550968,738,0.599778713669509,0.599863687257223,0.13355237323066,0.999992566633523
"Sobic.001G266600",1,54879585,0.609573776967676,0.127168826388337,738,0.599778713669509,0.599921037853161,-0.145298254105618,0.999992566633523
"Sobic.001G267100",1,54980759,0.795414929082361,0.124906236274953,738,0.599778713669509,0.599815397689216,-0.0843402459597166,0.999992566633523
"Sobic.001G267233",1,55019625,0.472042912475525,0.41846708648129,738,0.599778713669509,0.600061008943776,0.279244967237211,0.999992566633523
"Sobic.001G267300",1,55097377,0.231641892707016,0.336520985087333,738,0.599778713669509,0.600560141056244,0.342400816954162,0.999992566633523
"Sobic.001G267500",1,55111598,0.426656485638888,0.440562137528311,738,0.599778713669509,0.600123651803733,0.247381631569208,0.999992566633523
"Sobic.001G267600",1,55121020,0.0317232436004594,0.138291369870731,738,0.599778713669509,0.602303873175848,-0.796637410628864,0.954440254437868
"Sobic.001G267701",1,55156376,0.206284868738007,0.174537273993211,738,0.599778713669509,0.60065120892232,-0.456831054900291,0.999992566633523
"Sobic.001G267800",1,55183578,0.145824231825948,0.0693485153866241,738,0.599778713669509,0.600934611475632,-0.422630946388731,0.999992566633523
"Sobic.001G267900",1,55276467,0.253798291228456,0.451634684593424,738,0.599778713669509,0.60048990878443,0.438697702522435,0.999992566633523
"Sobic.001G268000",1,55307791,0.17915754867662,0.24484838144948,738,0.599778713669509,0.600764575339093,0.373207651825667,0.999992566633523
"Sobic.001G268200",1,55398925,0.723636176800275,0.420492514346739,738,0.599778713669509,0.599846942845835,0.171497251356863,0.999992566633523
"Sobic.001G268300",1,55414140,0.667968093917768,0.420696511464913,738,0.599778713669509,0.599879116197905,-0.123109745878994,0.999992566633523
"Sobic.001G268400",1,55423896,0.475714509016473,0.314428597115959,738,0.599778713669509,0.600056357853362,-0.210280775949379,0.999992566633523
"Sobic.001G268700",1,55463435,0.220882306973816,0.388462532222595,738,0.599778713669509,0.600597252010366,-0.424269935171238,0.999992566633523
"Sobic.001G269000",1,55576763,0.814371115412031,0.312218939067017,738,0.599778713669509,0.599808793738471,-0.0802309422740626,0.999992566633523
"Sobic.001G269100",1,55642056,0.398843538219856,0.137824162391695,738,0.599778713669509,0.600167289295124,-0.283792218448904,0.999992566633523
"Sobic.001G269300",1,55730061,0.908179670674135,0.433848552160276,738,0.599778713669509,0.599785971818105,-0.0447076712696803,0.999992566633523
"Sobic.001G269400",1,55736124,0.594019921142416,0.0619433946497229,738,0.599778713669509,0.599933763450851,-0.155693321677281,0.999992566633523
"Sobic.001G269501",1,55779274,0.766183729318704,0.312112513052307,738,0.599778713669509,0.599826966422092,0.0806838917545881,0.999992566633523
"Sobic.001G269900",1,55856063,0.505852310456881,0.300012575233541,738,0.599778713669509,0.600020303988957,0.296771335880663,0.999992566633523
"Sobic.001G270200",1,55990504,0.446944101257815,0.210126277600458,738,0.599778713669509,0.600094426739321,-0.236392699014932,0.999992566633523
"Sobic.001G270400",1,56191656,0.312187150778349,0.413549679124967,738,0.599778713669509,0.6003364115846,-0.433027428210966,0.999992566633523
"Sobic.001G270700",1,56231168,0.0466487340160583,0.377807327129494,738,0.599778713669509,0.601944179474353,-0.654183571421902,0.979723991013528
"Sobic.001G270800",1,56328099,0.583073548569974,0.456843082901626,738,0.599778713669509,0.599943142270092,-0.24123065363254,0.999992566633523
"Sobic.001G270900",1,56332301,0.495075421015396,0.447090269529312,738,0.599778713669509,0.600032773753342,0.246097583210686,0.999992566633523
"Sobic.001G271000",1,56357874,0.13109882150265,0.116783307836765,738,0.599778713669509,0.601024390030547,0.455740928669463,0.999992566633523
"Sobic.001G271100",1,56368083,0.262468954140359,0.299566114736985,738,0.599778713669509,0.600464445362084,-0.298094726729218,0.999992566633523
"Sobic.001G271200",1,56433107,0.839844278284083,0.0579454545727408,738,0.599778713669509,0.599800998718678,-0.0630780818122156,0.999992566633523
"Sobic.001G271500",1,56452262,0.717657760378041,0.225307552347719,738,0.599778713669509,0.599850060408245,-0.148462897953399,0.999992566633523
"Sobic.001G271900",1,56638323,0.432868300805432,0.296521906566657,738,0.599778713669509,0.60011448159501,-0.288648217480753,0.999992566633523
"Sobic.001G272000",1,56639639,0.00130658525083592,0.245758941891856,738,0.599778713669509,0.605456795803538,-1.027723932826,0.525601915404126
"Sobic.001G272050",1,56650548,0.266720890102149,0.280550820302512,738,0.599778713669509,0.600452337002372,0.319911749105181,0.999992566633523
"Sobic.001G272100",1,56668036,0.0556657999692613,0.144467311136601,738,0.599778713669509,0.601781838840436,-0.530078767519763,0.99645996468289
"Sobic.001G272200",1,56669552,0.257763533910184,0.210408591549901,738,0.599778713669509,0.600478132453473,-0.328553787755588,0.999992566633523
"Sobic.001G272300",1,56691177,0.736793385858608,0.102214797853565,738,0.599778713669509,0.599840355848283,0.0892206518646451,0.999992566633523
"Sobic.001G272400",1,56692943,0.250429524186676,0.16443452621624,738,0.599778713669509,0.600500093274489,-0.361504464629284,0.999992566633523
"Sobic.001G272433",1,56725986,0.441942419987219,0.359872693032729,738,0.599778713669509,0.600101440348029,0.244615160676665,0.999992566633523
"Sobic.001G272466",1,56729224,0.645323772633494,0.220398921821674,738,0.599778713669509,0.599894320894254,0.153913171853956,0.999992566633523
"Sobic.001G272532",1,56735197,0.660458424841415,0.222662567014115,738,0.599778713669509,0.599884016751365,0.124950851605832,0.999992566633523
"Sobic.001G272600",1,56747763,0.248380720401448,0.277905879253329,738,0.599778713669509,0.600506369957088,-0.35132821750637,0.999992566633523
"Sobic.001G272700",1,56809975,0.900087580821877,0.335250159306965,738,0.599778713669509,0.599787314559544,0.0584960348384205,0.999992566633523
"Sobic.001G272800",1,56840861,0.777312653695676,0.180059407214198,738,0.599778713669509,0.599822360529075,-0.0940415335741565,0.999992566633523
"Sobic.001G272900",1,56856464,0.550973828834041,0.195657545479202,738,0.599778713669509,0.599972774360665,-0.207762829384836,0.999992566633523
"Sobic.001G273000",1,56869433,0.340176954472244,0.310857226291834,738,0.599778713669509,0.600275419171558,0.27157303953397,0.999992566633523
"Sobic.001G273100",1,56902485,0.020990410143899,0.0973976364798481,738,0.599778713669509,0.602696215610442,0.739514002694687,0.937742897104315
"Sobic.001G273500",1,57006405,0.936330858447431,0.177329320192954,738,0.599778713669509,0.599782195466962,-0.0266158769121992,0.999992566633523
"Sobic.001G273600",1,57030192,0.767378583760007,0.0528060565614241,738,0.599778713669509,0.599826459883807,-0.0897423459700055,0.999992566633523
"Sobic.001G273650",1,57093428,0.911171324267425,0.107629970024874,738,0.599778713669509,0.59978550461969,0.0311097166992824,0.999992566633523
"Sobic.001G273700",1,57114728,0.261593689677869,0.439601852687707,738,0.599778713669509,0.600466968173039,0.642243784540774,0.999992566633523
"Sobic.001G273800",1,57122457,0.501738524976942,0.207533355005455,738,0.599778713669509,0.60002501020109,0.281977588741031,0.999992566633523
"Sobic.001G274025",1,57163845,0.201602394542987,0.323777954159775,738,0.599778713669509,0.600669483167309,0.383519449761657,0.999992566633523
"Sobic.001G274100",1,57195343,0.41580786763449,0.0528192226905276,738,0.599778713669509,0.600140158471231,0.246892897385654,0.999992566633523
"Sobic.001G274200",1,57207729,0.604759757201842,0.452211154548244,738,0.599778713669509,0.599924902604116,0.27611775623934,0.999992566633523
"Sobic.001G274400",1,57244526,0.225142364014506,0.14584513087789,738,0.599778713669509,0.60058230392028,-0.369033616598378,0.999992566633523
"Sobic.001G274600",1,57262246,0.852819494767439,0.301479310221631,738,0.599778713669509,0.599797493955008,0.0701983689603481,0.999992566633523
"Sobic.001G274800",1,57285470,0.104802238918855,0.190671119804924,738,0.599778713669509,0.601216799834637,0.591960542602995,0.999992566633523
"Sobic.001G274900",1,57305306,0.429949440889989,0.414653077498444,738,0.599778713669509,0.60011876558084,0.304935714536758,0.999992566633523
"Sobic.001G275100",1,57439716,0.472875520456798,0.351806422815466,738,0.599778713669509,0.600059949081831,-0.295243423436912,0.999992566633523
"Sobic.001G275200",1,57450405,0.185083902128519,0.389892020143295,738,0.599778713669509,0.600738170154105,-0.528229018092724,0.999992566633523
"Sobic.001G275300",1,57500917,0.569113041886538,0.43592658177978,738,0.599778713669509,0.599955629908986,-0.26975136677071,0.999992566633523
"Sobic.001G275400",1,57509461,0.121822327665315,0.186842204869107,738,0.599778713669509,0.601086949393173,-0.406362815493138,0.999992566633523
"Sobic.001G275500",1,57557454,0.0797599633906588,0.367277870451977,738,0.599778713669509,0.601457203568503,-0.955068155503619,0.999992566633523
"Sobic.001G275600",1,57575998,0.221917946431557,0.301528597261165,738,0.599778713669509,0.600593586445374,-0.393186993257561,0.999992566633523
"Sobic.001G275800",1,57681551,0.453542892871398,0.188402562594539,738,0.599778713669509,0.600085358175955,0.226554846421518,0.999992566633523
"Sobic.001G275850",1,57692290,0.344777428760259,0.490105989071788,738,0.599778713669509,0.600266034690106,-0.347751328853564,0.999992566633523
"Sobic.001G275900",1,57693657,0.590719681730583,0.419156947222116,738,0.599778713669509,0.59993655366254,-0.180228511631196,0.999992566633523
"Sobic.001G276100",1,57870986,0.939365900809071,0.324145041773994,738,0.599778713669509,0.599781870804346,0.0256226275224553,0.999992566633523
"Sobic.001G276200",1,57901408,0.42480715628152,0.426961399148705,738,0.599778713669509,0.600126420932204,-0.394630112911193,0.999992566633523
"Sobic.001G276300",1,57955151,0.130545405820086,0.482280158919784,738,0.599778713669509,0.601027981804365,-0.495732882947047,0.999992566633523
"Sobic.001G276400",1,57986818,0.145291407654308,0.295607612960812,738,0.599778713669509,0.60093767890292,-0.468861658033065,0.999992566633523
"Sobic.001G276500",1,57989533,0.0135470227025491,0.304463276089756,738,0.599778713669509,0.603118897029286,1.21385346131431,0.903701986629148
"Sobic.001G276900",1,58121501,0.995883743671677,0.186847479976089,738,0.599778713669509,0.599778728191592,0.00172805313510449,0.999992566633523
"Sobic.001G277000",1,58134512,0.61180649826555,0.0665135996771113,738,0.599778713669509,0.599919267536519,0.148792240021782,0.999992566633523
"Sobic.001G277300",1,58216931,0.403201338049094,0.336256358403218,738,0.599778713669509,0.600160160754674,-0.270717077007213,0.999992566633523
"Sobic.001G277400",1,58219688,0.367203408778485,0.460743281181281,738,0.599778713669509,0.600222617435785,-0.411926540209954,0.999992566633523
"Sobic.001G277500",1,58223919,0.970622501134691,0.301901339829816,738,0.599778713669509,0.599779453694874,-0.0148828711766029,0.999992566633523
"Sobic.001G277600",1,58228667,0.230079974715572,0.209476083244017,738,0.599778713669509,0.600565398034297,0.396755555502114,0.999992566633523
"Sobic.001G277700",1,58237190,0.802373623091848,0.246062942864041,738,0.599778713669509,0.599812892614769,-0.0608126112555842,0.999992566633523
"Sobic.001G277900",1,58275689,0.629332687211548,0.498054302842583,738,0.599778713669509,0.599905848163522,-0.349095575192573,0.999992566633523
"Sobic.001G277950",1,58284879,0.51000691122211,0.423836795418257,738,0.599778713669509,0.600015617302533,-0.17453873057753,0.999992566633523
"Sobic.001G278000",1,58293820,0.428226442640131,0.104565989904686,738,0.599778713669509,0.600121315156333,-0.195251276563515,0.999992566633523
"Sobic.001G278100",1,58312885,0.0720943334357578,0.29869361119476,738,0.599778713669509,0.601547563674199,-0.640990435895461,0.999992566633523
"Sobic.001G278300",1,58350433,0.622216215922617,0.149465935109073,738,0.599778713669509,0.599911196107747,-0.152328916155261,0.999992566633523
"Sobic.001G278500",1,58401571,0.991755383188096,0.115394773415116,738,0.599778713669509,0.599778771930342,-0.00310569514764892,0.999992566633523
"Sobic.001G278650",1,58418218,0.353157521704014,0.192112780697294,738,0.599778713669509,0.600249369067691,0.229007733339871,0.999992566633523
"Sobic.001G278700",1,58442307,0.0638369623703432,0.370523133304137,738,0.599778713669509,0.601657244003134,-0.729781876254945,0.99645996468289
"Sobic.001G278800",1,58494503,0.972915504967991,0.435061720997943,738,0.599778713669509,0.599779342638066,0.0180703004524516,0.999992566633523
"Sobic.001G279000",1,58563573,0.667659389006436,0.138252629461537,738,0.599778713669509,0.599879314919304,-0.117030615560379,0.999992566633523
"Sobic.001G279100",1,58593485,0.096476112850806,0.427229929171014,738,0.599778713669509,0.601289062198277,-0.753250481742331,0.999992566633523
"Sobic.001G279200",1,58606753,0.670249065519159,0.430057294597387,738,0.599778713669509,0.599877655076662,0.175761960396137,0.999992566633523
"Sobic.001G279300",1,58652413,0.807045322977903,0.146484921056233,738,0.599778713669509,0.599811263588879,-0.100111355097548,0.999992566633523
"Sobic.001G279401",1,58668413,0.282467002786978,0.110772510246128,738,0.599778713669509,0.600409515909069,-0.342782119840836,0.999992566633523
"Sobic.001G279601",1,58729960,0.991466417414673,0.493200594928792,738,0.599778713669509,0.599778776086041,0.004253832363523,0.999992566633523
"Sobic.001G279801",1,58834762,0.467075119914235,0.181085825866039,738,0.599778713669509,0.600067395948084,-0.176928686884447,0.999992566633523
"Sobic.001G279900",1,58842589,0.171397998798282,0.422137257317828,738,0.599778713669509,0.600800718382257,-0.601854962421641,0.999992566633523
"Sobic.001G280000",1,58855290,0.217265666430986,0.304498582710339,738,0.599778713669509,0.600610215972202,0.544355233192203,0.999992566633523
"Sobic.001G280100",1,58986346,0.782018623272316,0.293927910929773,738,0.599778713669509,0.599820487861368,0.0858219442156942,0.999992566633523
"Sobic.001G280200",1,59024929,0.749607677659129,0.356194590768354,738,0.599778713669509,0.599834296228308,-0.136990998718017,0.999992566633523
"Sobic.001G280300",1,59044749,0.24942043546074,0.358219105496797,738,0.599778713669509,0.600503176792388,-0.77831092629091,0.999992566633523
"Sobic.001G280400",1,59049298,0.158914929901029,0.437223177063855,738,0.599778713669509,0.600863001177029,-0.684743075561249,0.999992566633523
"Sobic.001G280500",1,59056048,0.110520847309408,0.435911361387532,738,0.599778713669509,0.601170726131532,0.977673975135062,0.999992566633523
"Sobic.001G280700",1,59104188,0.655346675189466,0.116226392050678,738,0.599778713669509,0.599887432429229,-0.152298015557245,0.999992566633523
"Sobic.001G280900",1,59160242,0.906172528178264,0.434514782504663,738,0.599778713669509,0.599786294097319,0.0668079751963894,0.999992566633523
"Sobic.001G281100",1,59172903,0.282139800973028,0.443766218552252,738,0.599778713669509,0.600410374881747,0.76977190621099,0.999992566633523
"Sobic.001G281201",1,59187438,0.547835246808602,0.195116481627089,738,0.599778713669509,0.599975849999693,0.148200860908676,0.999992566633523
"Sobic.001G281300",1,59209939,0.987311069276752,0.38886180599293,738,0.599778713669509,0.599778851678375,0.00586086448441153,0.999992566633523
"Sobic.001G281400",1,59325635,0.339306576107484,0.42176933314748,738,0.599778713669509,0.600277213921849,0.557449650612676,0.999992566633523
